sensor,S,epsilon,w,strategy,mae,rmse,relative_error,noise_scale_theoretical,normalized_mae,kl_divergence,kl_global_utility
power_draw,2,4.0,8,budget_absorption,36.834585507188116,120.23302316838675,0.10925178302967543,500.0,0.07366917101437623,0.04607913441963133,1.7676083082488976
power_draw,2,4.0,10,uniform,543.6712965730815,771.3675089601063,1.6125350052079053,625.0,1.0873425931461629,0.7421095681425525,0.6054737480532901
power_draw,2,4.0,10,sample,60.025855473507484,103.1330844593003,0.17212247923580554,625.0,0.12005171094701497,0.20316693792489998,1.45253377370304
power_draw,2,4.0,10,budget_absorption,232.080620098611,249.37695157077732,0.6883536546775588,625.0,0.464161240197222,3.597598249817443,3.2582541223999506
power_draw,2,4.0,12,uniform,690.0732632330212,1034.6756192933137,2.0467648377528707,750.0,1.3801465264660424,0.6554429829390057,0.5570372759064215
power_draw,2,4.0,12,sample,52.30393145001882,71.58679513755395,0.14941054698020462,750.0,0.10460786290003765,0.33000893190208713,2.437629326098832
power_draw,2,4.0,12,budget_absorption,1571.6689411518423,1620.0147761500843,4.661587249833252,750.0,3.1433378823036846,3.704054005721523,3.3235111200189147
power_draw,4,1.0,4,uniform,583.4705439180693,786.9114566733382,1.7305800076372249,500.0,1.1669410878361386,0.9004308990789522,0.8738757652661847
power_draw,4,1.0,4,sample,151.3388814175097,200.1829721082131,0.4426213895095481,500.0,0.3026777628350194,0.7488835988832722,1.3177606522271494
power_draw,4,1.0,4,budget_absorption,204.83085886875554,292.5070010977539,0.6075305651680091,500.0,0.4096617177375111,0.16000593934054963,2.1228814664032023
power_draw,4,1.0,8,uniform,976.5798664914083,1411.51005960114,2.8965465530825107,1000.0,1.9531597329828168,0.7854194667202373,0.648058530823787
power_draw,4,1.0,8,sample,98.44747795504867,130.45409918399338,0.2837665051210028,1000.0,0.19689495591009734,0.3415287831979609,1.735808495086262
power_draw,4,1.0,8,budget_absorption,92.582103535856,248.57539309952898,0.27459953054056857,1000.0,0.18516420707171202,0.7589513481129944,2.494554237872099
power_draw,4,1.0,10,uniform,1347.1565563953452,1870.812955064008,3.995681063862862,1250.0,2.6943131127906903,1.0474746676973201,0.746468666832814
power_draw,4,1.0,10,sample,128.04323570693822,176.42500487976142,0.36716043453941,1250.0,0.2560864714138764,0.3543173709482364,2.2340999444849667
power_draw,4,1.0,10,budget_absorption,470.1495655646438,1110.3651083842494,1.3944687478169404,1250.0,0.9402991311292876,0.33245695737980874,1.9837100535388072
power_draw,4,1.0,12,uniform,1443.1621858267972,1885.4281166576448,4.280434809611557,1500.0,2.8863243716535942,0.8986890483684191,0.8715441421371093
power_draw,4,1.0,12,sample,115.77129098953674,144.08676724080982,0.3307103583194394,1500.0,0.2315425819790735,1.1685977881243805,2.130586547382579
power_draw,4,1.0,12,budget_absorption,417.3810625173621,693.0635691663541,1.2379567912863758,1500.0,0.8347621250347242,0.1973917443363632,2.4091224061560834
power_draw,4,2.0,4,uniform,219.2632735287455,306.87015834445447,0.6503372647226933,250.0,0.43852654705749095,0.6031061455404606,0.5534911831532081
power_draw,4,2.0,4,sample,81.20760219069153,114.7390157895128,0.23750817624467926,250.0,0.16241520438138307,0.4168624105749285,0.80086644943619
power_draw,4,2.0,4,budget_absorption,89.1077043571602,130.34302244289793,0.2642944246189808,250.0,0.1782154087143204,0.17627939626764766,1.9660191513795715
power_draw,4,2.0,8,uniform,428.85008157440126,570.7090407109632,1.2719740271078115,500.0,0.8577001631488025,0.9529440188638824,0.8009923863757342
power_draw,4,2.0,8,sample,65.07238485851731,91.67755602206974,0.18756563006745225,500.0,0.13014476971703462,0.6408280513100008,2.0432686192601643
power_draw,4,2.0,8,budget_absorption,237.44444380883107,603.0757445371021,0.7042628144014828,500.0,0.4748888876176621,0.19446685590470822,1.806028205499569
power_draw,4,2.0,10,uniform,549.7070442777319,759.0430307998937,1.630437098840034,625.0,1.099414088555464,0.8567573231919556,0.8312003732989862
power_draw,4,2.0,10,sample,41.494290816684305,72.16798659654371,0.11898373048013283,625.0,0.08298858163336861,0.1800901044516384,1.7102661000611163
power_draw,4,2.0,10,budget_absorption,104.39343872441674,272.32499854079225,0.3096320797478778,625.0,0.20878687744883348,0.29180693061521856,2.1575228427229325
power_draw,4,2.0,12,uniform,760.0000722286145,1060.676351590489,2.2541685171794597,750.0,1.520000144457229,0.8283279591629649,0.7514318386018308
power_draw,4,2.0,12,sample,34.31644481396671,40.67971083088647,0.09802778965038828,750.0,0.06863288962793343,0.6577617168347633,2.3920514855192887
power_draw,4,2.0,12,budget_absorption,269.9265422113168,432.9478929079632,0.8006050731279838,750.0,0.5398530844226336,0.351108481802645,2.3453696599021674
power_draw,4,3.0,4,uniform,153.18517475430042,214.8477675100777,0.45434890185892907,166.66666666666666,0.3063703495086008,0.6113443752521095,0.6624309731746493
power_draw,4,3.0,4,sample,51.49016025477689,62.90217286780525,0.15059346325657333,166.66666666666666,0.10298032050955377,0.5183702818720911,1.5468291126945088
power_draw,4,3.0,4,budget_absorption,124.4582387739849,192.22176102985185,0.3691444959014805,166.66666666666666,0.2489164775479698,0.25168911107636815,1.852321836893533
power_draw,4,3.0,8,uniform,327.1424998412193,438.09391286441047,0.9703082285387421,333.3333333333333,0.6542849996824386,0.7567247395313846,0.7995850338931292
power_draw,4,3.0,8,sample,31.74013948655561,45.45641049116609,0.09148825994573011,333.3333333333333,0.06348027897311122,0.46707137345959393,1.3256461185359145
power_draw,4,3.0,8,budget_absorption,65.39374521665444,122.03650587749084,0.19395856273484086,333.3333333333333,0.13078749043330887,0.0818830350350584,2.1318937056834955
power_draw,4,3.0,10,uniform,410.15227061648613,574.2176352423551,1.2165161155343152,416.6666666666667,0.8203045412329723,0.8267655452508897,0.8377699767779854
power_draw,4,3.0,10,sample,56.10439029874427,78.67278708538569,0.1608777863814902,416.6666666666667,0.11220878059748854,0.16479333729323584,2.3207496007600406
power_draw,4,3.0,10,budget_absorption,52.49436732371964,105.87722795406589,0.1556988669795652,416.6666666666667,0.10498873464743928,0.3005921484969216,1.8939954140000665
power_draw,4,3.0,12,uniform,418.08798449942117,604.0033922810153,1.2400535296082378,500.0,0.8361759689988424,0.7278050299205283,0.6660830968096663
power_draw,4,3.0,12,sample,77.38116791216878,92.72396612807644,0.22104576660307693,500.0,0.15476233582433754,0.9556842629402506,2.3963793145818513
power_draw,4,3.0,12,budget_absorption,237.1831900527628,515.6878034222915,0.7034879329068047,500.0,0.4743663801055256,0.14717274412975465,1.886298210248489
power_draw,4,4.0,4,uniform,128.76294742532932,179.52293800168536,0.3819123087900189,125.0,0.25752589485065863,0.7274059921661369,0.7054249749056432
power_draw,4,4.0,4,sample,35.46758657407095,45.87460434017474,0.10373218240365002,125.0,0.0709351731481419,0.6414012956842243,1.8961581652423958
power_draw,4,4.0,4,budget_absorption,52.272655052552416,101.88836262908968,0.15504126596109163,125.0,0.10454531010510483,0.2121055822784227,1.2437765999810912
power_draw,4,4.0,8,uniform,243.4229855503005,353.4375363654433,0.7219952345218453,250.0,0.486845971100601,0.9355152219618421,0.5452249640534598
power_draw,4,4.0,8,sample,29.371546221679285,51.90121478561321,0.0846609907582554,250.0,0.05874309244335857,0.1359790810568042,0.9619131865945922
power_draw,4,4.0,8,budget_absorption,90.40779561285527,174.9601352697348,0.2681505094867814,250.0,0.18081559122571053,0.04441722863945045,1.8581307118228585
power_draw,4,4.0,10,uniform,287.66987845642177,399.71613516712523,0.8532320022757135,312.5,0.5753397569128436,0.7910583579427038,0.7392006996222882
power_draw,4,4.0,10,sample,32.00538646183066,39.03191385894778,0.09177455986681804,312.5,0.06401077292366132,0.44457816274103096,1.8454557636490245
power_draw,4,4.0,10,budget_absorption,77.47381675975862,140.15764484794352,0.22978818690565248,312.5,0.15494763351951724,0.1240303396124473,1.795154747452892
power_draw,4,4.0,12,uniform,389.87018067369297,587.8219098482215,1.1563592151835296,375.0,0.7797403613473859,0.5005934840026114,0.6057619853505607
power_draw,4,4.0,12,sample,39.86311422330681,54.73368644843108,0.11387231390302119,375.0,0.07972622844661362,0.7135019126325508,2.219181624860414
power_draw,4,4.0,12,budget_absorption,94.7574296305388,225.5984353425129,0.28105157150268817,375.0,0.18951485926107758,0.21455649222149648,1.983217637551936
humidity,1,1.0,4,uniform,391.32568231501756,539.0313316514237,7.148669021021788,340.0,4.603831556647266,0.7673113138966946,0.8766069760363284
humidity,1,1.0,4,sample,63.647904761072255,82.15553499077446,1.1484938517413221,340.0,0.7487988795420265,0.9414019893228933,1.7706429824678689
humidity,1,1.0,4,budget_absorption,100.9915646000378,101.483341499111,1.844896212714289,340.0,1.1881360541180919,5.586539155948248,3.496355924540337
humidity,1,1.0,8,uniform,705.7451196746883,975.6491901293051,12.892428229881466,680.0,8.302883760878686,0.9100230917044079,0.8361229405790057
humidity,1,1.0,8,sample,59.63970970121455,74.96050797161901,1.0608848836294937,680.0,0.7016436435437006,0.5884043854662692,2.906048947119492
humidity,1,1.0,8,budget_absorption,300.70034151177634,305.89897126300053,5.493141168908693,680.0,3.5376510766091336,3.1775618919247797,3.3592086663419347
humidity,1,1.0,10,uniform,847.6602408793362,1237.4926752081037,15.484908806593376,850.0,9.972473422109838,0.7417114018680596,0.6429931773681704
humidity,1,1.0,10,sample,64.62578050725415,89.47814687014221,1.1436433407190332,850.0,0.760303300085343,0.52557178871895,2.612566869237298
humidity,1,1.0,10,budget_absorption,249.08890184443035,275.8232107274415,4.550312429180632,850.0,2.930457668758004,5.850068830109027,3.66088855675025
humidity,1,1.0,12,uniform,1012.8140795279538,1409.9396443968399,18.501910203143154,1020.0,11.915459759152398,0.8235406150702941,0.8192044686837114
humidity,1,1.0,12,sample,65.67928586519133,73.44511810636546,1.1578957895421866,1020.0,0.7726974807669569,5.26057843880995,2.622950791861901
humidity,1,1.0,12,budget_absorption,235.81680679824743,249.32772593915945,4.307860121579907,1020.0,2.7743153740970286,3.9433385278356696,3.4688879979935625
humidity,1,2.0,4,uniform,169.60298018352697,243.52391042046028,3.0982775348103515,170.0,1.995329178629729,0.7172639432681227,0.7778718231567009
humidity,1,2.0,4,sample,55.724267557634704,82.45397749555049,1.0055158755496747,170.0,0.6555796183251141,0.37064401634157623,1.7451563644427874
humidity,1,2.0,4,budget_absorption,133.2205445781802,134.64102349969264,2.433649573817255,170.0,1.567300524449179,5.468846449920799,3.43606659144562
humidity,1,2.0,8,uniform,333.5861636077505,458.481079435139,6.093893606769586,340.0,3.924543101267653,0.8082193030770217,0.7671162955811569
humidity,1,2.0,8,sample,45.62859198588642,54.691688688134995,0.8116518967250939,340.0,0.5368069645398402,0.7779826561366792,2.8413013901551465
humidity,1,2.0,8,budget_absorption,32.68717864447161,39.44345953930138,0.5971236540826745,340.0,0.38455504287613657,2.980602007041469,3.244740399110522
humidity,1,2.0,10,uniform,372.9563100965335,538.7708164848158,6.813100546862238,425.0,4.3877212952533355,0.6199323484520012,0.6755405058028146
humidity,1,2.0,10,sample,30.977029804630256,59.38126466113488,0.548181756154478,425.0,0.36443564476035595,0.0896106555870049,2.641134175797724
humidity,1,2.0,10,budget_absorption,761.3820972771724,770.9787463708354,13.908794791506695,425.0,8.95743643855497,5.565502820959082,3.4062301272569013
humidity,1,2.0,12,uniform,628.4433711141203,869.9857782293822,11.480293427134477,510.0,7.393451424872003,0.9894101157589891,0.8246635892096402
humidity,1,2.0,12,sample,33.18929024177824,39.739059299945495,0.5851120170174624,510.0,0.3904622381385675,1.8509894218270047,2.891829073927681
humidity,1,2.0,12,budget_absorption,1479.0953811307118,1523.6211820611277,27.01985534829734,510.0,17.40112213094955,5.5999654269789065,3.4960825826578623
humidity,1,3.0,4,uniform,116.94057833400024,163.6692660091092,2.1362500020218014,113.33333333333333,1.3757715098117675,1.13993193716991,0.7710764405788739
humidity,1,3.0,4,sample,39.99562434662748,50.66477047895326,0.7217005623530183,113.33333333333333,0.4705367570191468,1.2654183284838736,2.360633806295319
humidity,1,3.0,4,budget_absorption,36.30643437260717,42.10115484841389,0.6632395837855727,113.33333333333333,0.4271345220306726,5.430521259514783,3.4020046030323607
humidity,1,3.0,8,uniform,249.53799134818757,350.205994706201,4.5585163175740115,226.66666666666666,2.9357410746845596,0.8655759340358109,0.7469995246340042
humidity,1,3.0,8,sample,24.866329282708115,33.56291741010737,0.4423279888440041,226.66666666666666,0.29254505038480133,0.3336862780019374,2.307815621324958
humidity,1,3.0,8,budget_absorption,580.0875047612793,594.4801757096614,10.596936930478703,226.66666666666666,6.824558879544463,3.8572486269875674,3.431161344004986
humidity,1,3.0,10,uniform,262.9060384474379,377.87054895576625,4.80272146047348,283.3333333333333,3.093012217028681,0.7468583990985564,0.6201438328590743
humidity,1,3.0,10,sample,28.79273376527518,35.93238573168721,0.509527590588354,283.3333333333333,0.33873804429735505,0.814983507245429,2.0506888879852077
humidity,1,3.0,10,budget_absorption,498.1491972450225,509.1969943701567,9.100102280855854,283.3333333333333,5.860578791117912,3.8201066793384606,3.3003561589102723
humidity,1,3.0,12,uniform,352.29688880920645,485.842571032629,6.435697857431635,340.0,4.144669280108311,0.8744571057700443,0.6858123900521248
humidity,1,3.0,12,sample,37.077279125421285,46.60848106947899,0.6536554839393982,340.0,0.4362032838284857,1.121074434489393,2.6938591390723685
humidity,1,3.0,12,budget_absorption,142.09772665149302,144.14045616655636,2.5958163810302195,340.0,1.6717379606058003,5.648052747798509,3.6450549056849213
humidity,1,4.0,4,uniform,89.70608277573955,120.48302094675132,1.638735007481352,85.0,1.055365679714583,0.7820133460071534,0.8308774720524211
humidity,1,4.0,4,sample,16.821264265033737,23.25807141135323,0.30353110066119626,85.0,0.19789722664745574,0.31371492062637135,1.042632833470972
humidity,1,4.0,4,budget_absorption,16.210359271851008,48.4197981473652,0.29612800381710974,85.0,0.1907101090806001,0.026608074811698336,2.7037042457975518
humidity,1,4.0,8,uniform,174.02411137563635,256.7262688282565,3.1790419850348663,170.0,2.0473424867721923,0.5679603848835113,0.6391073097638934
humidity,1,4.0,8,sample,18.823541492991552,21.848774088760255,0.3348374887525754,170.0,0.2214534293293124,1.442326522097259,2.3541225895831928
humidity,1,4.0,8,budget_absorption,59.061754998044364,85.39117099593982,1.0789297952129209,170.0,0.6948441764475808,2.969137775755801,3.209790242186314
humidity,1,4.0,10,uniform,190.21309444489177,249.43195882739732,3.4747794921271553,212.5,2.2378011111163736,1.1054862297233385,0.8661381445279573
humidity,1,4.0,10,sample,27.028793429502688,41.79516768639649,0.4783122056042536,212.5,0.3179858050529728,0.34816048765734614,2.370902665709263
humidity,1,4.0,10,budget_absorption,950.7570007460896,983.8961100094656,17.368262357699926,212.5,11.18537647936576,3.942009282067762,3.2042299488841635
humidity,1,4.0,12,uniform,221.81204557803343,298.71350625257764,4.052023596643733,255.0,2.6095534773886286,1.1718904183135306,0.8912246703042839
humidity,1,4.0,12,sample,14.597686232094894,17.759144118502878,0.2573505360562797,255.0,0.17173748508346934,1.0712891068002741,2.2945249012124336
humidity,1,4.0,12,budget_absorption,149.8135572943749,181.84656217668316,2.736767823731131,255.0,1.7625124387573519,3.667406709575588,3.3052486771471807
humidity,2,1.0,4,uniform,182.2571312683716,250.43603345491002,3.3294413503626807,170.0,2.1442015443337836,0.9764519148121611,0.7593122073642762
humidity,2,1.0,4,sample,65.45627747254933,97.10994533768837,1.1811250113778364,170.0,0.7700738526182275,0.6683717323966265,1.0230057803947568
humidity,2,1.0,4,budget_absorption,237.96016044223367,239.32910944244284,4.347014530524435,170.0,2.799531299320396,5.620904266531046,3.5680893869041053
humidity,2,1.0,8,uniform,304.379554309224,417.7219703898046,5.560352383851872,340.0,3.5809359330496937,1.0583992562080367,0.8822487837568531
humidity,2,1.0,8,sample,21.89387767457001,29.881137784879336,0.3894533354596722,340.0,0.2575750314655295,0.4408107131305751,1.7291622265031188
humidity,2,1.0,8,budget_absorption,526.7166830852042,535.5396052854808,9.621968108383596,340.0,6.196666859825932,3.4071597378711744,3.301976353293047
humidity,2,1.0,10,uniform,430.6846947443469,685.9044519259903,7.867672566066551,425.0,5.066878761698199,0.6237417642646171,0.5503318046134702
humidity,2,1.0,10,sample,43.84377079392721,58.93178238278704,0.7758766873981224,425.0,0.5158090681638495,1.0012331822870075,2.7792404850491015
humidity,2,1.0,10,budget_absorption,371.2213468180035,378.2661531936557,6.781406541581353,425.0,4.367309962564747,3.3309129928090297,3.357401166714964
humidity,2,1.0,12,uniform,497.01345692650443,693.280106853453,9.079354775650254,510.0,5.847217140311817,1.0046467913100332,0.7435701253214556
humidity,2,1.0,12,sample,42.278038842973814,53.863140684075304,0.7453425006303971,510.0,0.49738869227028015,1.090669938406857,2.249946612664672
humidity,2,1.0,12,budget_absorption,131.4355399646089,172.30505403995372,2.4010414221929355,510.0,1.5463004701718692,3.4954959664598553,3.1405846437266938
humidity,2,2.0,4,uniform,80.42408555505315,113.26318566114193,1.4691731080624526,85.0,0.94616571241239,0.8256807244323607,0.6918181698990963
humidity,2,2.0,4,sample,22.353489528348643,30.12125268890296,0.40335727286932205,85.0,0.26298222974527813,0.4428537646849615,1.3047972507724488
humidity,2,2.0,4,budget_absorption,29.036109344250562,35.48194515645405,0.5304265596172948,85.0,0.3416012864029478,0.9362653983437934,3.2780569461090954
humidity,2,2.0,8,uniform,147.28376299003708,214.99472997682324,2.6905539844911623,170.0,1.7327501528239655,0.5770493309601092,0.6566045855480993
humidity,2,2.0,8,sample,12.742582667691838,19.852454748955143,0.22666799349424332,170.0,0.1499127372669628,0.64560284445096,1.8822370551036072
humidity,2,2.0,8,budget_absorption,76.34727347665412,89.70404385748961,1.3946986190972286,170.0,0.8982032173724015,5.428723773909374,3.2462967400991003
humidity,2,2.0,10,uniform,227.8904416846939,333.31449999334086,4.163062672045393,212.5,2.6810640198199285,0.7239497333595911,0.7610785384700391
humidity,2,2.0,10,sample,18.60594632292813,24.360543327241967,0.3292581759628273,212.5,0.21889348615209564,0.5831039446975591,3.104576937438165
humidity,2,2.0,10,budget_absorption,9.809622519935715,42.89468732526047,0.17920046596821834,212.5,0.11540732376394959,0.03643827366857371,1.7000403410511473
humidity,2,2.0,12,uniform,268.3736360132745,397.7436891895858,4.902602575117129,255.0,3.1573368942738176,0.577153825475618,0.8318009847122841
humidity,2,2.0,12,sample,27.917215452777594,34.63703000486473,0.4921677482130626,255.0,0.328437828856207,1.118261329185318,2.205039854771283
humidity,2,2.0,12,budget_absorption,710.3867091809814,729.3335740193211,12.977219973974627,255.0,8.35749069624684,3.696952790478296,3.230671737251671
humidity,2,3.0,4,uniform,57.8721936098286,81.11118902575211,1.0571990961332318,56.666666666666664,0.6808493365862188,0.7032443602519053,0.769910025356194
humidity,2,3.0,4,sample,14.71144789160637,19.043614826004813,0.2654605444931556,56.666666666666664,0.17307585754831023,0.6623365845182422,2.1874347174968025
humidity,2,3.0,4,budget_absorption,158.8608316247006,161.40040400936,2.9020418465023243,56.666666666666664,1.8689509602905954,3.0156700599783886,3.266662516169458
humidity,2,3.0,8,uniform,120.25339486889484,173.59184859094464,2.1967679542176035,113.33333333333333,1.4147458219869982,0.8767601197431815,0.6844655410917905
humidity,2,3.0,8,sample,18.237026830321614,24.201049841831818,0.32440443093303145,113.33333333333333,0.2145532568273131,0.7446627553380073,1.8732525982845962
humidity,2,3.0,8,budget_absorption,26.07211612174261,27.66011452548336,0.47628085059325925,113.33333333333333,0.30673077790285425,4.5490420472386734,3.366136009641688
humidity,2,3.0,10,uniform,137.94969480435063,188.39385840611055,2.5200408618042465,141.66666666666666,1.6229375859335369,1.1209253308661022,0.8025908900883449
humidity,2,3.0,10,sample,15.439855755084801,20.885992073770268,0.2732297865862235,141.66666666666666,0.18164536182452706,0.16943622179526113,2.7260895242165875
humidity,2,3.0,10,budget_absorption,17.024322767177733,41.924005475262135,0.31099734637817544,141.66666666666666,0.20028615020209098,0.049168347190499825,2.7002405360837076
humidity,2,3.0,12,uniform,158.80896380156042,212.41711056714428,2.9010943341942217,170.0,1.8683407506065932,1.017657603461089,0.8995489277220529
humidity,2,3.0,12,sample,20.0136460924792,22.670515623846082,0.35283143290312013,170.0,0.23545465991151998,2.9374830530888834,3.0999577143389287
humidity,2,3.0,12,budget_absorption,80.43511370553375,82.22193089403709,1.4693745683837722,170.0,0.9462954553592207,3.955718011485849,3.3688854956616505
humidity,2,4.0,4,uniform,41.44898545016965,58.13355044984151,0.7571828061156608,42.5,0.48763512294317235,0.3481143595318473,0.6190529820059715
humidity,2,4.0,4,sample,10.853907879146561,16.342123411592922,0.19585321014668566,42.5,0.12769303387231248,0.25098032227135425,1.051754788126937
humidity,2,4.0,4,budget_absorption,18.564819547255382,27.989634487920352,0.33913887172753865,42.5,0.21840964173241625,5.3154349120294375,2.980268450654857
humidity,2,4.0,8,uniform,82.29638159033279,128.1282994801596,1.5033758840888187,85.0,0.9681927245921504,0.7269593706069878,0.570374706971092
humidity,2,4.0,8,sample,13.990186922901685,18.802378383999436,0.2488606651510104,85.0,0.16459043438707865,0.34715308600908273,2.334340564616065
humidity,2,4.0,8,budget_absorption,28.305761513313335,31.33159273765749,0.5170846933674113,85.0,0.33300895898015687,3.436617123534808,3.2850532897276876
humidity,2,4.0,10,uniform,103.74792340204463,149.48772668962363,1.8952488925132727,106.25,1.220563804729937,0.8064581608442698,0.719464104929287
humidity,2,4.0,10,sample,14.588816371934074,20.379172206073406,0.2581694574793168,106.25,0.1716331337874597,0.5727234968781556,2.2349988105050076
humidity,2,4.0,10,budget_absorption,14.829715524580733,17.285672581910994,0.27090664567166284,106.25,0.17446724146565568,3.576783758445347,2.8991164805116973
humidity,2,4.0,12,uniform,120.42449913461256,167.68213316550091,2.1998936569735914,127.5,1.416758813348383,0.6422650722249402,0.7533681829545685
humidity,2,4.0,12,sample,16.94341403758551,21.470353515923303,0.29870464509705874,127.5,0.19933428279512364,0.8543713529088905,1.7504752857587744
humidity,2,4.0,12,budget_absorption,121.00505846366454,137.5021295070897,2.2104992131075694,127.5,1.4235889231019359,3.3334109176196214,3.331206255921607
humidity,4,1.0,4,uniform,92.71978147320638,131.29459768509253,1.6937887274156649,85.0,1.0908209585083104,0.2603800237145493,0.7818737278456176
humidity,4,1.0,4,sample,23.456240080334343,29.366860641529573,0.42325584193792287,85.0,0.2759557656509923,0.7402680377265491,1.6941838487415992
humidity,4,1.0,4,budget_absorption,31.465396194840036,37.592208621342905,0.5748043462967921,85.0,0.3701811317040004,0.20142169078402156,2.7342268953753246
humidity,4,1.0,8,uniform,173.96959026057954,247.66698685389017,3.178046002854774,170.0,2.0467010618891712,0.8162988724630671,0.7697227528542061
humidity,4,1.0,8,sample,14.8657189682096,16.013754764312385,0.2644348306969816,170.0,0.17489081139070117,2.3875847085849307,3.1454344198404343
humidity,4,1.0,8,budget_absorption,31.612610287800454,50.76212493830335,0.5774936275613853,170.0,0.3719130622094171,0.22215868805747016,3.074913970101712
humidity,4,1.0,10,uniform,227.13591248990733,325.3308695925264,4.149279064876249,212.5,2.6721872057636156,0.7298145827224256,0.7590574324470668
humidity,4,1.0,10,sample,11.869025477365968,15.057634816892104,0.21003896342095985,212.5,0.13963559385136431,0.2876629483321307,2.3074671459326024
humidity,4,1.0,10,budget_absorption,62.90619218948086,142.1968101741728,1.1491593004452472,212.5,0.7400728492880101,0.33618008900924357,2.3555027983877954
humidity,4,1.0,12,uniform,223.6329183222055,313.54045111497356,4.085286980995306,255.0,2.630975509673006,0.8376605483171431,0.6893485887956388
humidity,4,1.0,12,sample,18.114397417572263,24.018752818453187,0.31934854686075204,255.0,0.21311055785379132,0.8775312868908952,1.856387624685795
humidity,4,1.0,12,budget_absorption,85.23906884184754,132.6312601222394,1.5571323793666447,255.0,1.002812574609971,1.2114372690041948,3.082734346821516
humidity,4,2.0,4,uniform,38.58329640453305,50.804703906430994,0.7048329005760271,42.5,0.45392113417097707,1.0252749905462153,0.8895450161825437
humidity,4,2.0,4,sample,10.904430154406477,14.804796169234796,0.196764858734802,42.5,0.12828741358125267,0.49770148207403686,1.348438490919551
humidity,4,2.0,4,budget_absorption,12.853076298652761,19.655570769361148,0.23479774651499352,42.5,0.1512126623370913,0.30661420273788065,1.8821371633408883
humidity,4,2.0,8,uniform,86.05440966628268,129.21595218230595,1.5720268827346138,85.0,1.0124048196033257,0.6869843293640561,0.545002199857128
humidity,4,2.0,8,sample,8.933299715483196,11.662229316455951,0.15890759154541592,85.0,0.10509764371156702,0.2700380338254493,2.0748448659182586
humidity,4,2.0,8,budget_absorption,65.72488338101417,92.9134264113557,1.200650657418134,85.0,0.7732339221295784,0.5835845876245533,2.539903097750275
humidity,4,2.0,10,uniform,107.42064911892409,146.70452056067003,1.962341602604891,106.25,1.2637723425755776,0.7301837234901251,0.7174696163945165
humidity,4,2.0,10,sample,12.503479433278937,18.63675702697913,0.22126651125059524,106.25,0.14709975803857572,0.18009010445163837,2.391564464693466
humidity,4,2.0,10,budget_absorption,21.802605876183993,69.33205599888194,0.3982861852628342,106.25,0.25650124560216464,0.0295059899034573,2.5883284542531735
humidity,4,2.0,12,uniform,142.05795791820324,202.5536967192891,2.5950898927762616,127.5,1.6712700931553324,0.7319539527857675,0.6135492198363223
humidity,4,2.0,12,sample,13.154743132284993,15.278529531753009,0.2319121087376856,127.5,0.15476168390923523,5.295355954907521,2.5138519969837905
humidity,4,2.0,12,budget_absorption,15.908401340319383,26.46586419239748,0.2906118892139944,127.5,0.18715766282728685,1.004785670474621,2.2293138928815694
humidity,4,3.0,4,uniform,25.17021597424242,36.253746407728315,0.45980509667302605,28.333333333333332,0.2961201879322638,0.6442015266573761,0.7474640525389561
humidity,4,3.0,4,sample,7.1466719321945735,9.519540981927438,0.1289580357020297,28.333333333333332,0.08407849331993617,0.4750743623937642,1.4916541190308457
humidity,4,3.0,4,budget_absorption,18.192753725959868,22.569454235640325,0.3323420384741179,28.333333333333332,0.21403239677599845,0.2572048901258487,2.82997618807911
humidity,4,3.0,8,uniform,53.955430870544205,73.3320583476055,0.9856483604611604,56.666666666666664,0.6347697749475789,0.8993795129651714,0.7512080330529344
humidity,4,3.0,8,sample,8.30421016105706,10.589443741377497,0.14771720175171257,56.666666666666664,0.09769659013008307,0.6408280513100008,1.8918054717321178
humidity,4,3.0,8,budget_absorption,26.57753283804209,33.540519986659575,0.48551371463924364,56.666666666666664,0.31267685691814223,0.2398789076031357,2.847339557143811
humidity,4,3.0,10,uniform,71.17048821875903,98.31919010558114,1.3001300127571873,70.83333333333333,0.8372998613971651,0.8562743222280462,0.8894201508143015
humidity,4,3.0,10,sample,10.106104606721386,12.785126255765007,0.17884161929447823,70.83333333333333,0.11889534831436925,0.6190216084257973,2.1974609531197995
humidity,4,3.0,10,budget_absorption,23.02349018518213,34.44957351097048,0.42058908597294087,70.83333333333333,0.2708645904139074,0.12093073430914647,2.9093521932821433
humidity,4,3.0,12,uniform,84.49226953328429,119.69273628511053,1.5434899804050835,85.0,0.9940267003915798,0.7104038181728036,0.7251398632818354
humidity,4,3.0,12,sample,10.295986546575692,13.947056756444502,0.1815135367935119,85.0,0.12112925348912579,0.8165446188379779,2.2777379338699455
humidity,4,3.0,12,budget_absorption,60.59218939800757,115.74468737055348,1.1068875027648517,85.0,0.7128492870353832,0.09645405319002243,1.7248560675751003
humidity,4,4.0,4,uniform,25.959647049272252,35.70415021959749,0.47422628527713806,21.25,0.30540761234437946,0.6885413449895514,0.7794490160575877
humidity,4,4.0,4,sample,4.4318067622566675,5.988985433497223,0.0799696838044296,21.25,0.05213890308537256,0.027566451865800326,1.285117827016476
humidity,4,4.0,4,budget_absorption,11.639609241825873,15.50319876653749,0.21263034286836616,21.25,0.1369365793155985,0.17668142987309263,2.6627731073895085
humidity,4,4.0,8,uniform,42.740193618160355,60.76470074415322,0.7807703707641137,42.5,0.5028258072724747,0.6633804066803495,0.5836218483108189
