publisher_id,t,true,noisy
Device_2,5,79.0,2926.9656316984465
Device_2,6,66.0,409.8321132002668
Device_2,7,62.0,-228.4796669752061
Device_2,8,76.0,-853.1153724527477
Device_2,9,68.0,-2081.872597648677
Device_2,10,83.0,-77.49871696541436
Device_2,11,61.0,1028.176411165752
Device_2,12,151.0,-1076.7707066257205
Device_2,13,105.0,541.0463071212273
Device_2,14,107.0,746.5297895435315
Device_2,15,74.0,-249.6669987798786
Device_2,16,93.0,4161.0023047049835
Device_2,17,64.0,125.3839312198489
Device_2,18,203.24,-6.97040744734349
Device_2,19,110.0,4487.763189945946
Device_2,20,125.0,1231.8638473719209
Device_2,21,89.0,1300.9814024873808
Device_2,22,68.0,1651.5490828832742
Device_2,23,85.0,-1.087861664013957
Device_2,24,67.0,3475.3153528971134
Device_2,25,138.0,1886.2689699069876
Device_2,26,68.0,752.8788493545784
Device_2,27,145.0,2861.1310172024973
Device_2,28,99.0,0.9295683855380474
Device_2,29,197.5187806,-583.1186132724276
Device_2,30,97.0,1262.8257455108596
Device_2,31,100.0,2588.6699368705217
Device_2,32,65.0,-1451.3716042069
Device_2,33,118.0,1193.960161589833
Device_2,34,71.0,-505.4465951582697
Device_2,35,101.0,1482.1894633865386
Device_2,36,157.0,-4797.72672031111
Device_2,37,67.0,6109.8532753149475
Device_2,38,67.0,920.3270313748918
Device_2,39,148.0,5857.544232565635
Device_2,40,104.0,-2359.576071985722
Device_2,41,86.0,3230.3363894665918
Device_2,42,109.0,-129.21346686390808
Device_2,43,65.0,7.060864589596676
Device_2,44,109.0,2856.605915124715
Device_2,45,81.0,1112.8420720284741
Device_2,46,81.0,-4151.883785260914
Device_2,47,102.0,-135.94015458933922
Device_2,48,141.0,-264.23147437821433
Device_2,49,78.0,-10670.600111937963
Device_2,50,104.0,-93.87010264786812
Device_2,51,118.0,-48.98841626657452
Device_2,52,69.0,803.365024078692
Device_2,53,96.0,-174.89331978864635
Device_2,54,89.0,-1616.0589090104686
Device_2,55,90.0,1258.136056338561
Device_2,56,220.0,998.9336411303827
Device_2,57,220.0,-1312.9005692444312
Device_2,58,90.0,219.85919707394024
Device_2,59,108.0,1432.259098994948
Device_2,60,81.0,-2956.4819327191067
Device_2,61,78.0,-2650.6219305359728
Device_2,62,132.0,1677.2296235524238
Device_2,63,87.0,-547.6435636416354
Device_2,64,76.0,3740.107600874717
Device_2,65,77.0,-618.5473403894568
Device_2,66,82.0,879.9830642339781
Device_2,67,62.0,3247.3082875102396
Device_2,68,69.0,-1930.6809314076759
Device_2,69,97.0,487.3507913171839
Device_2,70,109.0,-5507.557517187686
Device_2,71,97.0,-589.1775929104598
Device_2,72,59.0,1819.5975930008985
Device_2,73,75.0,-2469.097140693583
Device_2,74,67.0,-308.2630884852295
Device_2,75,85.0,2112.823158941831
Device_2,76,72.0,-392.1509397390768
Device_2,77,97.0,-1051.5215838066965
Device_2,78,70.0,1569.9259137473746
Device_2,79,86.0,21.87823278317424
Device_2,80,61.0,-425.06051512175577
Device_2,81,62.0,2182.5194524588524
Device_2,82,80.0,-1355.326425254627
Device_2,83,122.0,1708.9843970982186
Device_2,84,65.0,1531.9890606695426
Device_2,85,76.0,490.2848775812721
Device_2,86,107.0,407.71006051939526
Device_2,87,59.0,1663.078196557512
Device_2,88,60.0,1549.602676290542
Device_2,89,220.0,-450.8873583210694
Device_2,90,141.0,-635.6064323538254
Device_2,91,118.0,609.1804527746609
Device_2,92,116.0,6092.997621356335
Device_2,93,123.0,-1999.8579056824938
Device_2,94,65.0,-1103.2023402596228
Device_2,95,72.0,-4096.428576363494
Device_2,96,109.0,4481.107465040949
Device_2,97,107.0,-314.71054436575713
Device_2,98,83.0,5171.133492729328
Device_2,99,0.0,5171.133492729328
Device_2,100,0.0,5171.133492729328
Device_2,101,0.0,5171.133492729328
Device_2,102,0.0,5171.133492729328
Device_2,103,0.0,5171.133492729328
Device_2,104,0.0,5171.133492729328
Device_2,105,0.0,5171.133492729328
Device_2,106,0.0,5171.133492729328
Device_2,107,0.0,5171.133492729328
Device_2,108,0.0,5171.133492729328
Device_2,109,0.0,5171.133492729328
Device_2,110,0.0,5171.133492729328
Device_2,111,0.0,5171.133492729328
Device_2,112,0.0,5171.133492729328
Device_2,113,0.0,5171.133492729328
