,AgeCount,Class,DirectionX,DirectionY,DistanceToBack,DistanceToFront,HeadingDeg_DERIVED,Length,ObjectId,PositionX,PositionY,PredictionCount,Speed,SpeedX,SpeedY,StaticCount,Time,TimeElapsed,TrackQuality,Width
28,133,Car,-0.894001,-0.448066,-0.823267,-0.355069,-86.78034,1.901752,2842,-12.535776,-37.73198,0,9.288568,0.52168417,-9.273908,6000,2024-12-20 12:49:29.400,95.6,76.78337,2.5
30,140,Car,-0.89605,-0.443954,-0.94842,-0.276889,-87.04356,1.901752,2842,-12.413012,-41.00182,0,9.29505,0.47940892,-9.282679,6000,2024-12-20 12:49:29.700,95.9,73.202034,2.5
34,147,Car,-0.889433,-0.457066,-0.916042,-0.322471,-86.20205,1.901752,2842,-12.097478,-44.043564,0,9.166224,0.6071538,-9.146093,6000,2024-12-20 12:49:30.100,96.3,72.7421,2.5
37,154,Car,-0.898848,-0.438261,-0.764469,-0.220559,-87.407005,1.901752,2842,-12.162971,-47.16883,0,9.100319,0.41170606,-9.091001,6000,2024-12-20 12:49:30.400,96.6,71.81515,2.5
40,161,Car,-0.903652,-0.428268,-0.709266,-0.244746,-88.04234,1.901752,2842,-12.15012,-50.291782,0,9.057454,0.30941123,-9.052168,6000,2024-12-20 12:49:30.800,97.0,70.59728,2.5
42,169,Car,-0.911382,-0.411561,-0.716884,-0.23581,-89.09706,1.901752,2842,-12.273124,-53.768566,2,8.96985,0.14135209,-8.968736,6000,2024-12-20 12:49:31.200,97.4,67.45719,2.5
43,176,Car,-0.911382,-0.411561,-0.716884,-0.23581,-89.09706,1.901752,2842,-12.223655,-56.907627,9,8.96985,0.14135209,-8.968736,6000,2024-12-20 12:49:31.500,97.7,64.01692,2.5
46,181,Car,-0.911382,-0.411561,-0.716884,-0.23581,-89.09706,1.901752,2842,-12.188318,-59.149815,14,8.96985,0.14135209,-8.968736,6000,2024-12-20 12:49:31.800,98.0,62.252533,2.5
48,189,Car,-0.911382,-0.411561,-0.716884,-0.23581,-89.09706,1.901752,2842,-12.131782,-62.737312,22,8.96985,0.14135209,-8.968736,6000,2024-12-20 12:49:32.200,98.4,59.543533,2.5
50,197,Car,-0.911382,-0.411561,-0.716884,-0.23581,-89.09706,1.901752,2842,-12.075245,-66.32481,30,8.96985,0.14135209,-8.968736,6000,2024-12-20 12:49:32.600,98.8,56.849045,2.5
0,72,Car,0.893057,0.449944,-1.91686,-0.523161,93.34009,2.890998,2843,5.7077155,91.077675,1,28.719738,-1.673284,28.670952,6000,2024-12-20 12:49:27.300,93.5,70.57512,2.5
3,79,Car,0.893057,0.449944,-1.91686,-0.523161,93.34009,2.890998,2843,5.122084,101.112495,8,28.719738,-1.673284,28.670952,6000,2024-12-20 12:49:27.600,93.8,71.11827,2.5
11,85,Car,0.893057,0.449944,-1.91686,-0.523161,93.34009,2.890998,2843,4.620115,109.713776,14,28.719738,-1.673284,28.670952,6000,2024-12-20 12:49:27.900,94.1,69.32771,2.5
12,93,Car,0.893057,0.449944,-1.91686,-0.523161,93.34009,2.890998,2843,3.9508219,121.18214,22,28.719738,-1.673284,28.670952,6000,2024-12-20 12:49:28.300,94.5,66.662964,2.5
20,100,Car,0.893057,0.449944,-1.91686,-0.523161,93.34009,2.890998,2843,3.3652117,131.21701,29,28.719738,-1.673284,28.670952,6000,2024-12-20 12:49:28.600,94.8,64.307686,2.5
4,20,Car,0.896165,0.443722,-4.084089,1.161724,92.941574,6.638751,2844,5.435311,65.70313,0,25.054995,-1.2857617,25.021982,6000,2024-12-20 12:49:27.600,93.8,58.61699,2.5
10,26,Car,0.895585,0.44489,-3.806109,1.139118,93.0163,6.638751,2844,5.029847,73.13283,0,24.955578,-1.3131629,24.921005,6000,2024-12-20 12:49:27.900,94.1,66.19571,2.5
13,34,Car,0.894918,0.44623,-4.267159,1.313024,93.10204,6.638751,2844,4.506936,82.74396,0,24.690691,-1.336124,24.654514,6000,2024-12-20 12:49:28.300,94.5,66.094955,2.5
21,41,Car,0.895517,0.445028,-3.970715,-0.573989,93.02511,6.638751,2844,4.1328964,90.22898,0,23.82706,-1.2574381,23.793858,6000,2024-12-20 12:49:28.600,94.8,68.77891,2.5
22,49,Car,0.89064,0.454708,-2.682563,0.206895,93.64616,6.638751,2844,3.2397575,99.66755,0,23.823114,-1.515018,23.774893,6000,2024-12-20 12:49:29.000,95.2,67.17386,2.5
26,56,Car,0.897687,0.440635,-2.127675,0.360482,92.74438,6.638751,2844,3.258106,108.05184,2,23.84531,-1.1417164,23.817963,6000,2024-12-20 12:49:29.400,95.6,69.681274,2.5
31,63,Car,0.897687,0.440635,-2.127675,0.360482,92.74438,6.638751,2844,2.8585145,116.38814,9,23.84531,-1.1417164,23.817963,6000,2024-12-20 12:49:29.700,95.9,70.06233,2.5
32,70,Car,0.897687,0.440635,-2.127675,0.360482,92.74438,6.638751,2844,2.4589233,124.72443,16,23.84531,-1.1417164,23.817963,6000,2024-12-20 12:49:30.100,96.3,67.930916,2.5
35,77,Car,0.897687,0.440635,-2.127675,0.360482,92.74438,6.638751,2844,2.0593328,133.06071,23,23.84531,-1.1417164,23.817963,6000,2024-12-20 12:49:30.400,96.6,65.59258,2.5
38,84,Car,0.897687,0.440635,-2.127675,0.360482,92.74438,6.638751,2844,1.6597412,141.39702,30,23.84531,-1.1417164,23.817963,6000,2024-12-20 12:49:30.800,97.0,63.237213,2.5
9,25,Car,-0.907647,-0.419735,-1.461593,0.255749,-88.58217,2.374648,2845,-9.54513,36.115543,0,17.924192,0.44350362,-17.918705,6000,2024-12-20 12:49:27.900,94.1,64.8972,2.5
14,33,Car,-0.911296,-0.411751,-1.510905,0.220291,-89.08512,2.374648,2845,-9.5437975,28.66937,0,18.14276,0.28968382,-18.140448,6000,2024-12-20 12:49:28.300,94.5,71.23598,2.5
18,40,Car,-0.911354,-0.411623,-2.339067,0.290273,-89.09317,2.62934,2845,-9.468933,22.405138,0,18.105915,0.28655428,-18.103647,6000,2024-12-20 12:49:28.600,94.8,69.9982,2.5
23,48,Car,-0.912181,-0.409787,-3.061573,0.28239,-89.20853,3.418234,2845,-9.403206,15.277548,0,18.027386,0.24901938,-18.025665,6000,2024-12-20 12:49:29.000,95.2,70.77898,2.5
27,55,Car,-0.911445,-0.411423,-3.217254,0.35516,-89.10576,3.572414,2845,-9.278186,8.804856,0,18.131159,0.28297058,-18.12895,6000,2024-12-20 12:49:29.400,95.6,72.34369,2.5
29,62,Car,-0.915668,-0.401936,-3.437699,0.355006,-89.70072,3.824588,2845,-9.459228,2.2554662,0,18.262457,0.0953926,-18.262207,6000,2024-12-20 12:49:29.700,95.9,70.02903,2.5
33,69,Car,-0.911827,-0.410575,-2.996798,0.414711,-89.15902,3.824588,2845,-9.187585,-4.316425,0,18.418612,0.27033693,-18.416628,6000,2024-12-20 12:49:30.100,96.3,71.94361,2.5
36,76,Car,-0.915028,-0.40339,-2.906776,-0.270161,-89.60972,3.824588,2845,-9.292606,-9.752723,0,17.67267,0.120379806,-17.67226,6000,2024-12-20 12:49:30.400,96.6,68.91314,2.5
39,83,Car,-0.918771,-0.394791,-2.33705,-0.191936,-90.14707,3.824588,2845,-9.482391,-14.71931,0,16.866264,-0.043293875,-16.866209,6000,2024-12-20 12:49:30.800,97.0,62.64303,2.5
41,91,Car,-0.923329,-0.384009,-2.014466,-0.079812,-90.81776,3.824588,2845,-9.782825,-21.89696,1,17.174868,-0.24512078,-17.173119,6000,2024-12-20 12:49:31.200,97.4,60.7374,2.5
44,98,Car,-0.923329,-0.384009,-2.014466,-0.079812,-90.81776,3.824588,2845,-9.868618,-27.90755,8,17.174868,-0.24512078,-17.173119,6000,2024-12-20 12:49:31.500,97.7,58.27897,2.5
45,103,Car,-0.923329,-0.384009,-2.014466,-0.079812,-90.81776,3.824588,2845,-9.929897,-32.20083,13,17.174868,-0.24512078,-17.173119,6000,2024-12-20 12:49:31.800,98.0,56.587883,2.5
47,111,Car,-0.923329,-0.384009,-2.014466,-0.079812,-90.81776,3.824588,2845,-10.027944,-39.07007,21,17.174868,-0.24512078,-17.173119,6000,2024-12-20 12:49:32.200,98.4,53.89284,2.5
49,119,Car,-0.923329,-0.384009,-2.014466,-0.079812,-90.81776,3.824588,2845,-10.125988,-45.93931,29,17.174868,-0.24512078,-17.173119,6000,2024-12-20 12:49:32.600,98.8,51.199158,2.5
52,27,Car,0.341723,-0.939801,-1.664212,-0.25893,-3.4180877,2.839015,2846,-84.14742,-5.113137,3,14.931848,14.905285,-0.89025927,6000,2024-12-20 12:49:33.600,99.8,68.864876,2.5
53,33,Car,0.379702,-0.925109,-2.058811,-0.564303,-1.0847814,2.839015,2846,-80.60534,-4.6578593,0,14.114894,14.112364,-0.26722142,6000,2024-12-20 12:49:33.900,100.1,60.843636,2.5
56,39,Car,0.406804,-0.913515,-1.983359,-0.659851,0.60423005,2.839015,2846,-76.46313,-4.2135324,0,14.045547,14.044766,0.14811884,6000,2024-12-20 12:49:34.200,100.4,68.74984,2.5
58,45,Car,0.416018,-0.909356,-2.243979,-0.560356,1.183467,2.839015,2846,-72.90982,-3.9914682,0,13.575654,13.572758,0.2803906,6000,2024-12-20 12:49:34.500,100.7,69.55304,2.5
60,51,Car,0.407714,-0.91311,-2.271489,-0.772913,0.661293,2.839015,2846,-69.21847,-4.0931463,0,13.283626,13.282741,0.15331276,6000,2024-12-20 12:49:34.800,101.0,69.96342,2.5
62,57,Car,0.401162,-0.916007,-2.609142,-0.888513,0.2508282,2.839015,2846,-65.94831,-4.180237,0,12.759904,12.759782,0.055859853,6000,2024-12-20 12:49:35.100,101.3,68.37315,2.5
63,62,Car,0.398227,-0.917287,-2.217681,-0.655283,0.06736333,2.839015,2846,-62.990505,-4.230574,0,12.597005,12.596996,0.014810447,6000,2024-12-20 12:49:35.300,101.5,71.79997,2.5
65,69,Car,0.407141,-0.913365,-2.917857,-0.262829,0.62533665,2.839015,2846,-59.453655,-4.055973,0,11.965069,11.964356,0.13058636,6000,2024-12-20 12:49:35.700,101.9,67.92683,2.5
68,75,Car,0.404442,-0.914564,-3.663419,-0.236868,0.456134,3.426551,2846,-56.612232,-4.0548525,0,11.409769,11.409407,0.090832666,6000,2024-12-20 12:49:36.000,102.2,67.48304,2.5
70,83,Car,0.414013,-0.910271,-3.100552,-0.631256,1.0571988,3.426551,2846,-52.935738,-3.8382807,0,10.767949,10.766116,0.19867462,6000,2024-12-20 12:49:36.300,102.5,67.981094,2.5
73,92,Car,0.413801,-0.910367,-2.330628,0.169888,1.0438124,3.426551,2846,-48.672356,-3.7511172,0,10.422281,10.420551,0.18986222,6000,2024-12-20 12:49:36.800,103.0,73.56579,2.5
75,100,Car,0.405722,-0.913997,-2.762512,-0.280644,0.5363842,3.426551,2846,-45.8162,-3.8041117,0,9.561693,9.561275,0.08951211,6000,2024-12-20 12:49:37.200,103.4,69.40562,2.5
79,108,Car,0.419439,-0.907783,-2.581238,0.150697,1.3991902,3.426551,2846,-42.479744,-3.5768156,0,9.240185,9.23743,0.22562727,6000,2024-12-20 12:49:37.600,103.8,70.51793,2.5
81,115,Car,0.440211,-0.897894,-3.226006,0.465996,2.7173438,3.692002,2846,-40.412632,-3.2302053,0,8.471081,8.461556,0.40160394,6000,2024-12-20 12:49:38.000,104.2,72.7963,2.5
85,122,Car,0.424938,-0.905223,-2.321051,0.602212,1.7467303,3.752405,2846,-37.747086,-3.3009648,0,8.248463,8.24463,0.2514253,6000,2024-12-20 12:49:38.300,104.5,70.53722,2.5
86,128,Car,0.418973,-0.907999,-3.007034,0.411413,1.3697814,3.752405,2846,-35.64627,-3.3165748,0,7.969528,7.9672503,0.19051091,6000,2024-12-20 12:49:38.600,104.8,70.394226,2.5
90,137,Car,0.434699,-0.900576,-3.644218,0.859421,2.366157,5.111831,2846,-33.205334,-3.086633,0,7.216132,7.2099795,0.29792157,6000,2024-12-20 12:49:39.000,105.2,73.465866,2.5
93,145,Car,0.417383,-0.908731,-2.987679,0.589139,1.2694871,5.111831,2846,-31.025343,-3.174645,0,6.722467,6.7208176,0.1489357,6000,2024-12-20 12:49:39.400,105.6,72.41293,2.5
96,153,Car,0.448366,-0.89385,-4.808623,0.326791,3.2388842,5.135415,2846,-29.2776,-2.8181562,0,6.07052,6.060824,0.34297892,6000,2024-12-20 12:49:39.800,106.0,63.146336,2.5
101,161,Car,0.447246,-0.894411,-5.114951,-0.209173,3.167128,5.135415,2846,-28.28758,-2.7805643,0,5.058435,5.0507092,0.27947178,6000,2024-12-20 12:49:40.200,106.4,62.068546,2.5
103,170,Car,0.362502,-0.931983,-5.478026,0.22038,-2.1460836,6.019752,2846,-28.055202,-3.257471,0,3.679874,3.6772935,-0.13780198,6000,2024-12-20 12:49:40.700,106.9,66.76949,2.5
108,179,Car,0.329026,-0.944321,-3.745747,0.234161,-4.1903534,6.019752,2846,-27.295788,-3.4574163,3,3.126303,3.1179461,-0.2284399,6000,2024-12-20 12:49:41.100,107.3,72.22431,2.5
113,187,Car,0.329026,-0.944321,-3.745747,0.234161,-4.1903534,6.019752,2846,-26.048597,-3.5487986,11,3.126303,3.1179461,-0.2284399,6000,2024-12-20 12:49:41.500,107.7,70.95276,2.5
115,196,Car,0.329026,-0.944321,-4.700273,-0.241964,-3.6777167,6.019752,2846,-25.56675,-3.5548415,0,2.417053,2.4120753,-0.15503992,6000,2024-12-20 12:49:42.000,108.2,59.089863,2.5
119,205,Car,0.329026,-0.944321,-4.963979,-0.530256,65.31592,6.019752,2846,-27.929935,-2.8396811,0,0.363373,0.15174957,0.33016884,6000,2024-12-20 12:49:42.400,108.6,62.160336,2.5
125,214,Car,0.329026,-0.944321,-3.861099,1.69856,165.7002,6.019752,2846,-29.03936,-2.9445934,0,0.603694,-0.584989,0.14910974,6000,2024-12-20 12:49:42.900,109.1,67.255936,2.5
127,224,Car,0.329026,-0.944321,-3.075552,2.925262,173.63976,6.019752,2846,-29.138733,-2.9558284,0,0.471844,-0.46894002,0.052270547,6000,2024-12-20 12:49:43.400,109.6,65.76424,2.5
130,233,Car,0.329026,-0.944321,-1.668203,3.960973,-9.574644,6.070376,2846,-27.578564,-3.1984715,0,0.785264,0.77432424,-0.1306147,6000,2024-12-20 12:49:43.800,110.0,66.70657,2.5
134,241,Car,0.329026,-0.944321,-2.119896,4.143952,-9.188286,6.276141,2846,-25.78852,-3.4357607,0,1.808557,1.7853519,-0.2887893,6000,2024-12-20 12:49:44.200,110.4,71.29108,2.5
137,249,Car,0.329026,-0.944321,-2.356033,3.536781,-10.291288,6.34285,2846,-24.7903,-3.6600943,0,1.97937,1.9475267,-0.35361972,6000,2024-12-20 12:49:44.600,110.8,68.91231,2.5
139,257,Car,0.456744,-0.889598,-1.880977,3.498908,3.777221,6.34285,2846,-22.309885,-2.9895923,0,3.098716,3.0919852,0.20413475,6000,2024-12-20 12:49:45.000,111.2,64.77329,2.5
142,266,Car,0.406472,-0.913663,-0.264404,4.237991,0.58339804,6.34285,2846,-18.496351,-3.0831711,0,4.737398,4.7371516,0.048236374,6000,2024-12-20 12:49:45.500,111.7,60.856663,2.5
145,274,Car,0.485515,-0.874228,-0.603047,3.897562,5.646236,6.34285,2846,-16.323177,-2.464836,0,4.848128,4.8246064,0.47698784,6000,2024-12-20 12:49:45.900,112.1,68.82271,2.5
149,281,Car,0.449225,-0.893418,-0.261065,4.837716,3.2939913,6.34285,2846,-13.236087,-2.4706569,0,5.87348,5.863776,0.33748624,6000,2024-12-20 12:49:46.200,112.4,52.445877,2.5
151,288,Car,0.426491,-0.904492,-0.156004,5.695371,1.8450452,6.34285,2846,-9.488947,-2.499392,0,7.057873,7.054214,0.22723915,6000,2024-12-20 12:49:46.600,112.8,57.680264,2.5
154,296,Car,0.430845,-0.902426,0.559628,6.102685,2.1211944,6.829298,2846,-4.923285,-2.3003473,0,8.259237,8.253579,0.30570224,6000,2024-12-20 12:49:47.000,113.2,64.22592,2.5
157,306,Car,0.413005,-0.910729,0.032258,5.221051,0.99376017,6.829298,2846,1.5993477,-2.3576305,0,9.848952,9.847471,0.17081547,6000,2024-12-20 12:49:47.400,113.6,60.97222,2.5
160,314,Car,0.42494,-0.905222,-0.385755,4.856893,1.7468435,6.829298,2846,6.409067,-2.1302993,0,10.423476,10.418632,0.31774345,6000,2024-12-20 12:49:47.900,114.1,60.250065,2.5
161,323,Car,0.453713,-0.891148,-0.906755,3.542955,3.5821488,6.829298,2846,11.72871,-1.4421287,0,10.853416,10.832212,0.6781168,6000,2024-12-20 12:49:48.300,114.5,70.699554,2.5
163,332,Car,0.495358,-0.868689,-1.06028,1.027956,6.2933316,6.829298,2846,17.730145,-0.238646,0,11.65188,11.581662,1.2772632,6000,2024-12-20 12:49:48.800,115.0,66.45255,2.5
166,341,Car,0.471248,-0.882001,-0.821616,0.770476,4.715307,6.829298,2846,23.485113,-0.13069901,4,11.960064,11.919585,0.9831743,6000,2024-12-20 12:49:49.200,115.4,65.56432,2.5
170,348,Car,0.471248,-0.882001,-0.821616,0.770476,4.715307,6.829298,2846,27.656963,0.21340881,11,11.960064,11.919585,0.9831743,6000,2024-12-20 12:49:49.600,115.8,63.78034,2.5
172,357,Car,0.471248,-0.882001,-0.821616,0.770476,4.715307,6.829298,2846,33.020775,0.65583193,20,11.960064,11.919585,0.9831743,6000,2024-12-20 12:49:50.000,116.2,60.799385,2.5
176,365,Car,0.471248,-0.882001,-0.821616,0.770476,4.715307,6.829298,2846,37.78861,1.049097,28,11.960064,11.919585,0.9831743,6000,2024-12-20 12:49:50.400,116.6,58.10774,2.5
51,28,Car,-0.907014,-0.421101,-2.000959,0.106849,-88.49588,2.168509,2847,-9.689684,49.091938,0,24.470636,0.6423268,-24.462204,6000,2024-12-20 12:49:33.600,99.8,63.779324,2.5
54,34,Car,-0.906684,-0.421811,-2.323875,0.01841,-88.451035,2.381164,2847,-9.479514,41.356636,0,24.815968,0.67080706,-24.8069,6000,2024-12-20 12:49:33.900,100.1,69.16649,2.5
55,40,Car,-0.907659,-0.419708,-2.045185,0.196829,-88.58383,2.437076,2847,-9.319919,33.578487,0,25.0674,0.6195237,-25.059744,6000,2024-12-20 12:49:34.200,100.4,70.28647,2.5
57,46,Car,-0.906474,-0.422262,-2.913653,-0.109658,-88.42255,2.803995,2847,-9.0527725,26.226458,0,24.939497,0.68654096,-24.930046,6000,2024-12-20 12:49:34.500,100.7,68.37261,2.5
59,52,Car,-0.906327,-0.422578,-3.294287,0.02593,-88.40255,3.35115,2847,-8.841138,19.157642,0,24.637568,0.68682396,-24.627993,6000,2024-12-20 12:49:34.800,101.0,68.35011,2.5
61,58,Car,-0.905906,-0.42348,-4.028497,0.419996,-88.34553,4.448493,2847,-8.5817375,11.324542,0,24.953228,0.7204493,-24.942825,6000,2024-12-20 12:49:35.100,101.3,68.12251,2.5
64,63,Car,-0.906153,-0.422951,-4.635118,0.254197,-88.37899,4.889315,2847,-8.429074,5.560869,0,24.598055,0.6958332,-24.588211,6000,2024-12-20 12:49:35.300,101.5,68.58567,2.5
66,70,Car,-0.907966,-0.419044,-4.083384,0.378692,-88.62576,4.889315,2847,-8.341482,-2.3196828,0,24.087603,0.5776839,-24.080673,6000,2024-12-20 12:49:35.700,101.9,64.761055,2.5
67,76,Car,-0.921899,-0.387431,-3.935466,0.200511,-90.60524,4.889315,2847,-9.335734,-8.849263,0,23.564089,-0.24891198,-23.562775,6000,2024-12-20 12:49:36.000,102.2,56.428772,2.5
69,84,Car,-0.919481,-0.393134,-3.935466,0.200511,-90.25035,4.889315,2847,-9.19756,-18.203753,7,23.51958,-0.102766454,-23.519358,6000,2024-12-20 12:49:36.300,102.5,61.24278,2.5
71,93,Car,-0.919481,-0.393134,-3.935466,0.200511,-90.25035,4.889315,2847,-9.243795,-28.787464,16,23.51958,-0.102766454,-23.519358,6000,2024-12-20 12:49:36.800,103.0,58.65322,2.5
76,101,Car,-0.919481,-0.393134,-3.935466,0.200511,-90.25035,4.889315,2847,-9.284897,-38.195213,24,23.51958,-0.102766454,-23.519358,6000,2024-12-20 12:49:37.200,103.4,55.97708,2.5
77,109,Car,-0.919481,-0.393134,-3.935466,0.200511,-90.25035,4.889315,2847,-9.325996,-47.602962,32,23.51958,-0.102766454,-23.519358,6000,2024-12-20 12:49:37.600,103.8,53.28449,2.5
72,53,Car,0.043619,-0.999048,-2.172292,2.489042,-26.457935,5.708923,2848,-18.979397,-10.125045,0,2.050475,1.8357115,-0.9135698,6000,2024-12-20 12:49:36.800,103.0,76.81046,2.5
74,61,Car,0.043619,-0.999048,-1.986966,2.769935,-29.030746,5.708923,2848,-17.532494,-11.038419,0,2.697138,2.358268,-1.3088642,6000,2024-12-20 12:49:37.200,103.4,73.19278,2.5
78,69,Car,-0.219511,-0.97561,-1.430213,2.557132,-36.08029,5.708923,2848,-15.761911,-12.739194,0,3.620759,2.9262702,-2.1323314,6000,2024-12-20 12:49:37.600,103.8,72.00123,2.5
80,76,Car,-0.285122,-0.958491,-1.863585,1.946998,-39.966133,5.708923,2848,-14.794629,-13.907722,0,3.742666,2.8684702,-2.4040444,6000,2024-12-20 12:49:38.000,104.2,69.95433,2.5
84,83,Car,-0.36836,-0.929683,-1.392514,1.322689,-45.01448,5.708923,2848,-13.793034,-15.397083,0,4.07509,2.880795,-2.8822515,6000,2024-12-20 12:49:38.300,104.5,69.43194,2.5
88,89,Car,-0.497112,-0.867686,-0.929962,1.470145,-53.20912,5.708923,2848,-13.623035,-16.696085,0,3.98423,2.3861399,-3.190678,6000,2024-12-20 12:49:38.600,104.8,64.22593,2.5
91,98,Car,-0.587235,-0.809417,-0.34641,1.120372,-59.361004,5.708923,2848,-12.788413,-18.915405,0,4.370573,2.2273622,-3.7604203,6000,2024-12-20 12:49:39.000,105.2,69.79349,2.5
92,106,Car,-0.699048,-0.715075,0.298599,1.952699,-67.75063,5.708923,2848,-12.058238,-22.469273,0,5.624519,2.1296594,-5.2057443,6000,2024-12-20 12:49:39.400,105.6,57.108704,2.5
95,114,Car,-0.728936,-0.684582,0.567853,2.74352,-70.19724,5.708923,2848,-11.1322,-25.940048,0,6.535887,2.2142482,-6.149383,6000,2024-12-20 12:49:39.800,106.0,55.495945,2.5
100,122,Car,-0.736286,-0.676671,0.47626,2.39054,-70.81598,5.708923,2848,-9.946312,-29.628183,2,7.351488,2.4157228,-6.943245,6000,2024-12-20 12:49:40.200,106.4,56.118576,2.5
102,131,Car,-0.79806,-0.602578,0.13953,1.439543,-76.34525,5.708923,2848,-9.444287,-34.7228,0,8.528082,2.0132308,-8.287045,6000,2024-12-20 12:49:40.700,106.9,73.37688,2.5
107,140,Car,-0.850221,-0.526426,-0.050579,2.269935,-81.6357,5.708923,2848,-9.505228,-40.11361,0,9.520069,1.384853,-9.418806,6000,2024-12-20 12:49:41.100,107.3,69.71299,2.5
112,148,Car,-0.887079,-0.461618,-0.268591,1.581686,-85.908455,5.708923,2848,-9.8526945,-45.44689,0,10.490339,0.74848807,-10.463602,6000,2024-12-20 12:49:41.500,107.7,69.2765,2.5
114,157,Car,-0.897028,-0.441973,-0.517844,0.948642,-87.17015,5.708923,2848,-9.822397,-50.725998,0,10.868405,0.53657484,-10.855153,6000,2024-12-20 12:49:42.000,108.2,70.99166,2.5
118,166,Car,-0.899466,-0.436992,-0.514749,0.921479,-87.48791,5.708923,2848,-9.675419,-55.697193,7,10.918674,0.47856805,-10.90818,6000,2024-12-20 12:49:42.400,108.6,68.25542,2.5
124,175,Car,-0.899466,-0.436992,-0.514749,0.921479,-87.48791,5.708923,2848,-9.460051,-60.60586,16,10.918674,0.47856805,-10.90818,6000,2024-12-20 12:49:42.900,109.1,65.19625,2.5
126,185,Car,-0.899466,-0.436992,-0.514749,0.921479,-87.48791,5.708923,2848,-9.220754,-66.05994,26,10.918674,0.47856805,-10.90818,6000,2024-12-20 12:49:43.400,109.6,61.828068,2.5
82,23,Car,0.891692,0.452642,-2.278458,0.984515,93.51334,3.735699,2849,5.568308,27.004473,0,22.642773,-1.387573,22.600218,6000,2024-12-20 12:49:38.000,104.2,62.562824,2.5
83,30,Car,0.905101,0.425196,-2.356305,0.487539,91.76306,3.735699,2849,5.8644853,34.555927,0,22.276619,-0.6853716,22.266073,6000,2024-12-20 12:49:38.300,104.5,71.404144,2.5
87,36,Car,0.904568,0.426329,-2.184621,0.394185,91.834816,3.735699,2849,5.6227026,41.268036,0,22.30269,-0.71409065,22.291256,6000,2024-12-20 12:49:38.600,104.8,74.247574,2.5
89,45,Car,0.906451,0.422312,-1.870732,0.626211,91.58062,3.735699,2849,5.432615,51.656708,0,22.560392,-0.6222949,22.551807,6000,2024-12-20 12:49:39.000,105.2,72.89068,2.5
94,53,Car,0.906176,0.422902,-2.135782,0.498641,91.61791,3.735699,2849,5.151632,60.824333,0,22.65275,-0.63958025,22.643719,6000,2024-12-20 12:49:39.400,105.6,73.054665,2.5
