P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated
3,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
4,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
5,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
6,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
7,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
8,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
9,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
10,budget_absorption,0.7247321957518948,0.4690139203839542,0.514,0.1,0.8219321957518948,10.0,1.0,486,True
1,p_gated_uniform,0.9923153208815175,0.5311438113016127,0.685,0.10792100929977276,1.0553153208815176,10.0,1.0,315,True
2,p_gated_uniform,0.7602896298796267,0.35610851617661216,0.666,0.08517298895465283,0.8270896298796266,10.0,1.0,334,True
3,p_gated_uniform,0.6632472144934007,0.2780859685356167,0.655,0.07714437866634928,0.7322472144934007,10.0,1.0,345,True
4,p_gated_uniform,0.6216413063863407,0.44862554119646975,0.637,0.07202534812563753,0.6942413063863407,10.0,1.0,363,True
5,p_gated_uniform,0.582506583155573,0.4472230763413786,0.616,0.06547698321006722,0.659306583155573,10.0,1.0,384,True
6,p_gated_uniform,0.5237499560182477,0.5551872856975374,0.592,0.05986169253813576,0.6053499560182477,10.0,1.0,408,True
7,p_gated_uniform,0.4869517048108561,0.4532090921208889,0.566,0.05615257599066593,0.5737517048108561,10.0,1.0,434,True
8,p_gated_uniform,0.44838081971958776,0.4424320147566555,0.547,0.05295414888407996,0.5389808197195878,10.0,1.0,453,True
9,p_gated_uniform,0.429982635334883,0.5030123813747783,0.529,0.05049926892980276,0.5241826353348831,10.0,1.0,471,True
10,p_gated_uniform,0.40881724335915964,0.48456208970120745,0.498,0.046924061206486394,0.5092172433591596,10.0,1.0,502,True
1,p_gated_sample,0.17466585746165644,0.15424504032956504,0.117,0.12321451023332997,0.35126585746165645,10.0,1.0,883,True
2,p_gated_sample,0.1563813071113696,0.1348948378553401,0.11,0.09772753265988884,0.3343813071113696,10.0,1.0,890,True
3,p_gated_sample,0.12779403488827232,0.31621018349094704,0.103,0.09171808495609528,0.30719403488827235,10.0,1.0,897,True
4,p_gated_sample,0.09052540915679799,0.3099613693121454,0.103,0.07490256580271472,0.26992540915679797,10.0,1.0,897,True
5,p_gated_sample,0.08404027939562343,0.8585043307552948,0.094,0.06774451617152158,0.26524027939562345,10.0,1.0,906,True
6,p_gated_sample,0.08448155035484112,0.9027875725143863,0.09,0.06247710136472588,0.2664815503548411,10.0,1.0,910,True
7,p_gated_sample,0.08448155035484112,0.9027875725143863,0.09,0.06247710136472588,0.2664815503548411,10.0,1.0,910,True
8,p_gated_sample,0.08123951522303548,0.7209401753416906,0.09,0.05756501483093842,0.2632395152230355,10.0,1.0,910,True
9,p_gated_sample,0.07809359387874464,0.8731885776841546,0.09,0.05326799779410661,0.26009359387874464,10.0,1.0,910,True
10,p_gated_sample,0.07439880398980671,0.8904400390809976,0.084,0.051218636697116224,0.2575988039898067,10.0,1.0,916,True
1,p_gated_ba,0.6640849966608526,0.24936387857800646,0.316,0.08223013773763599,0.8008849966608527,10.0,1.0,684,True
2,p_gated_ba,0.6715716185690676,0.389261917698886,0.31,0.0811244408415885,0.8095716185690676,10.0,1.0,690,True
3,p_gated_ba,0.6806171129639021,0.28265122755179195,0.308,0.0743205352487392,0.8190171129639021,10.0,1.0,692,True
4,p_gated_ba,0.6399204860761993,0.21991075236258079,0.284,0.06944057811555855,0.7831204860761993,10.0,1.0,716,True
5,p_gated_ba,0.548303700137668,0.38027274484374873,0.27,0.062102981131992044,0.6943037001376681,10.0,1.0,730,True
6,p_gated_ba,0.4772989192285336,0.21589265585710138,0.258,0.05750596666670673,0.6256989192285336,10.0,1.0,742,True
7,p_gated_ba,0.44950704469578084,0.2080593160621072,0.252,0.053961326579903754,0.5991070446957809,10.0,1.0,748,True
8,p_gated_ba,0.4155351794872511,0.2985562261035489,0.243,0.05076201982522712,0.5669351794872511,10.0,1.0,757,True
9,p_gated_ba,0.4040958524562352,0.2016490708649563,0.229,0.046571491581743195,0.5582958524562351,10.0,1.0,771,True
10,p_gated_ba,0.39139613871065776,0.18718576982205445,0.229,0.046079921876909784,0.5455961387106578,10.0,1.0,771,True
1,n_weighted,1.1795100937547771,0.17897701288841789,0.669,0.10856302316357579,1.2457100937547771,10.0,1.0,331,True
2,n_weighted,0.8269686008896567,0.5464545345141072,0.655,0.08557161458935514,0.8959686008896567,10.0,1.0,345,True
3,n_weighted,0.7102628866494678,0.5683296652952663,0.643,0.07745862682877196,0.7816628866494678,10.0,1.0,357,True
4,n_weighted,0.6575649235413752,0.44079600307449673,0.629,0.07228792358047052,0.7317649235413752,10.0,1.0,371,True
5,n_weighted,0.5888190121245388,0.8039422698559348,0.608,0.06566548031354516,0.6672190121245388,10.0,1.0,392,True
6,n_weighted,0.5233445462554759,0.8762869797995837,0.589,0.05991465918368192,0.6055445462554759,10.0,1.0,411,True
7,n_weighted,0.4789983574421152,0.8245647229721874,0.566,0.05615257599066593,0.5657983574421153,10.0,1.0,434,True
8,n_weighted,0.4497006444904553,0.7070856708678124,0.547,0.05295414888407996,0.5403006444904553,10.0,1.0,453,True
9,n_weighted,0.4183193784418399,0.7370282835965714,0.529,0.05049926892980276,0.5125193784418399,10.0,1.0,471,True
10,n_weighted,0.4248298652601683,0.38841108294858623,0.498,0.046924061206486394,0.5252298652601683,10.0,1.0,502,True
