P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx
8,budget_distribution,1.1698977339972132,0.41460547980422496,0.6256773655689871,0.1280831570038765,1.2447622608834157,7.827900514103098,0.7281367236348478,13470,True,1,r1_stop_local_optimum,1
4,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True,0,seed,0
3,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True,1,probe_P=3,0
5,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True,1,probe_P=5,0
4,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9944977073780742,18235,True,1,stop_local_optimum,0
8,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.7281367236348478,18235,True,0,r1_seed,1
7,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.9818813394469919,18235,True,1,r1_probe_P=7,1
9,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.12496873697373906,18235,True,1,r1_probe_P=9,1
8,budget_absorption,0.8777059019491644,0.5658762407195577,0.4932610810059747,0.12811027986098408,0.9790536857479695,7.827900514103098,0.7281367236348478,18235,True,1,r1_stop_local_optimum,1
4,p_gated_uniform,0.4578323015099363,0.5043939154857073,0.5631235236904266,0.061112679219443924,0.545207596771851,7.827900514103098,0.9944977073780742,15721,True,0,seed,0
3,p_gated_uniform,0.5133265213330018,0.1876144198448401,0.5781297762956787,0.06810241810579151,0.5977005660738661,7.827900514103098,0.9944977073780742,15181,True,1,probe_P=3,0
5,p_gated_uniform,0.41163997539158986,0.29119941374412756,0.5485896901486731,0.05580550205026795,0.5019220373618553,7.827900514103098,0.9944977073780742,16244,True,1,probe_P=5,0
5,p_gated_uniform,0.41163997539158986,0.29119941374412756,0.5485896901486731,0.05580550205026795,0.5019220373618553,7.827900514103098,0.9944977073780742,16244,True,1,step_to_P=5,0
6,p_gated_uniform,0.38272292007352293,0.39777275118491323,0.5330554397665694,0.05163466020741023,0.476111832120209,7.827900514103098,0.9944977073780742,16803,True,2,probe_P=6,0
6,p_gated_uniform,0.38272292007352293,0.39777275118491323,0.5330554397665694,0.05163466020741023,0.476111832120209,7.827900514103098,0.9944977073780742,16803,True,2,step_to_P=6,0
7,p_gated_uniform,0.35693694203611104,0.2995808890399864,0.5159927747672641,0.04802882846711046,0.45373838708265823,7.827900514103098,0.9818813394469919,17417,True,3,probe_P=7,0
7,p_gated_uniform,0.35693694203611104,0.2995808890399864,0.5159927747672641,0.04802882846711046,0.45373838708265823,7.827900514103098,0.9818813394469919,17417,True,3,step_to_P=7,0
8,p_gated_uniform,0.3348159842294052,0.555360797503088,0.49934695011810476,0.04505524148632885,0.43494659420578424,7.827900514103098,0.7281367236348478,18016,True,4,probe_P=8,0
8,p_gated_uniform,0.3348159842294052,0.555360797503088,0.49934695011810476,0.04505524148632885,0.43494659420578424,7.827900514103098,0.7281367236348478,18016,True,4,step_to_P=8,0
9,p_gated_uniform,0.3146061990746896,0.523068309268612,0.48247881061553427,0.04223733224510208,0.4181104369515828,7.827900514103098,0.12496873697373906,18623,True,5,probe_P=9,0
9,p_gated_uniform,0.3146061990746896,0.523068309268612,0.48247881061553427,0.04223733224510208,0.4181104369515828,7.827900514103098,0.12496873697373906,18623,True,5,step_to_P=9,0
10,p_gated_uniform,0.29835367367150106,0.39547348360322404,0.46597193274975685,0.03987388871066155,0.4051592871215497,7.827900514103098,0.022926219258024176,19217,True,6,probe_P=10,0
10,p_gated_uniform,0.29835367367150106,0.39547348360322404,0.46597193274975685,0.03987388871066155,0.4051592871215497,7.827900514103098,0.022926219258024176,19217,True,6,step_to_P=10,0
11,p_gated_uniform,0.28422982268718855,0.664242735360245,0.45213283312491315,0.03784531473045643,0.3938032560622059,7.827900514103098,0.002806725024315687,19715,True,7,probe_P=11,0
11,p_gated_uniform,0.28422982268718855,0.664242735360245,0.45213283312491315,0.03784531473045643,0.3938032560622059,7.827900514103098,0.002806725024315687,19715,True,7,step_to_P=11,0
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True,8,probe_P=12,0
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True,8,step_to_P=12,0
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True,9,stop_local_optimum,0
8,p_gated_uniform,0.3348159842294052,0.555360797503088,0.49934695011810476,0.04505524148632885,0.43494659420578424,7.827900514103098,0.7281367236348478,18016,True,0,r1_seed,1
7,p_gated_uniform,0.35693694203611104,0.2995808890399864,0.5159927747672641,0.04802882846711046,0.45373838708265823,7.827900514103098,0.9818813394469919,17417,True,1,r1_probe_P=7,1
9,p_gated_uniform,0.3146061990746896,0.523068309268612,0.48247881061553427,0.04223733224510208,0.4181104369515828,7.827900514103098,0.12496873697373906,18623,True,1,r1_probe_P=9,1
9,p_gated_uniform,0.3146061990746896,0.523068309268612,0.48247881061553427,0.04223733224510208,0.4181104369515828,7.827900514103098,0.12496873697373906,18623,True,1,r1_step_to_P=9,1
10,p_gated_uniform,0.29835367367150106,0.39547348360322404,0.46597193274975685,0.03987388871066155,0.4051592871215497,7.827900514103098,0.022926219258024176,19217,True,2,r1_probe_P=10,1
10,p_gated_uniform,0.29835367367150106,0.39547348360322404,0.46597193274975685,0.03987388871066155,0.4051592871215497,7.827900514103098,0.022926219258024176,19217,True,2,r1_step_to_P=10,1
11,p_gated_uniform,0.28422982268718855,0.664242735360245,0.45213283312491315,0.03784531473045643,0.3938032560622059,7.827900514103098,0.002806725024315687,19715,True,3,r1_probe_P=11,1
11,p_gated_uniform,0.28422982268718855,0.664242735360245,0.45213283312491315,0.03784531473045643,0.3938032560622059,7.827900514103098,0.002806725024315687,19715,True,3,r1_step_to_P=11,1
